#TYPE System.Management.Automation.PSCustomObject
"Folder Name","Group/User","Permissions"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res\1033","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res\1033","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res\1033","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res\1033","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res\1033","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res\1033","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\Binn\Res\1033","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS\en","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS\en","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS\en","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS\en","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS\en","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS\en","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\1033_ENU_LP\x64\Setup\sql_engine_core_shared_loc_msi\PFiles32\SqlServr\130\Tools\nqcxu13a\Modules\SQLPS\en","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x64","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x64","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x64","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x64","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x86","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x86","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x86","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x86","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x86","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x86","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\DotNetFrameworks\x86","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VCRuntimes","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VCRuntimes","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VCRuntimes","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VCRuntimes","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VCRuntimes","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VCRuntimes","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VCRuntimes","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help\x64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help\x64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help\x64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help\x64","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help\x64","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help\x64","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\Help\x64","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x64","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x64","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x64","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x64","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x86","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x86","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x86","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x86","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x86","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x86","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VisualStudioShell\VC10SP1\x86","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA\14.0","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA\14.0","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA\14.0","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA\14.0","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA\14.0","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA\14.0","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\redist\VSTA\14.0","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\resources\1033","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\resources\1033","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\resources\1033","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\resources\1033","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\resources\1033","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\resources\1033","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\resources\1033","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64\1033","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64\1033","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64\1033","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64\1033","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64\1033","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64\1033","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\Tools\AttunityCDCOracle\x64\1033","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_common_core_msi","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_common_core_msi","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_common_core_msi","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_common_core_msi","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_common_core_msi","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_common_core_msi","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_common_core_msi","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_inst_msi","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_inst_msi","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_inst_msi","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_inst_msi","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_inst_msi","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_inst_msi","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_inst_msi","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_shared_msi","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_shared_msi","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_shared_msi","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_shared_msi","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_shared_msi","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\Software\mssql2016x64dev\x64\Setup\sql_engine_core_shared_msi","BUILTIN\Users","AppendData"
